[2017-08-09 14:25:15] WeeChat 1.9 (compilado en Jun 26 2017 10:25:39)
[2017-08-09 14:25:15] Leyendo el archivo de configuración sec.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración weechat.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración plugins.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración charset.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración logger.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración exec.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración trigger.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración aspell.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración alias.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración buflist.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración fifo.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración xfer.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración irc.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración relay.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración buffers.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración iset.conf
[2017-08-09 14:25:15] Leyendo el archivo de configuración script.conf
[2017-08-09 14:25:15] irc: conectando al servidor chat.freenode.net/6697 (SSL)...
[2017-08-09 14:25:15] irc: conectando al servidor localhost/6667...
[2017-08-09 15:54:04] Recargando archivo de configuración trigger.conf
[2017-08-09 15:54:04] Recargando archivo de configuración aspell.conf
[2017-08-09 15:54:04] Recargando archivo de configuración alias.conf
[2017-08-09 15:54:04] Recargando archivo de configuración buflist.conf
[2017-08-09 15:54:04] Recargando archivo de configuración fifo.conf
[2017-08-09 15:54:04] Recargando archivo de configuración xfer.conf
[2017-08-09 15:54:04] Recargando archivo de configuración irc.conf
[2017-08-09 15:54:04] Recargando archivo de configuración relay.conf
[2017-08-09 15:54:04] Recargando archivo de configuración buffers.conf
[2017-08-09 15:54:04] Recargando archivo de configuración iset.conf
[2017-08-09 15:54:04] Recargando archivo de configuración script.conf
[2017-08-09 15:54:22] Recargando archivo de configuración sec.conf
[2017-08-09 15:54:22] Recargando archivo de configuración weechat.conf
[2017-08-09 15:54:22] Recargando archivo de configuración plugins.conf
[2017-08-09 15:54:22] Recargando archivo de configuración charset.conf
[2017-08-09 15:54:22] Recargando archivo de configuración logger.conf
[2017-08-09 15:54:22] Recargando archivo de configuración exec.conf
[2017-08-09 15:54:22] Recargando archivo de configuración trigger.conf
[2017-08-09 15:54:22] Recargando archivo de configuración aspell.conf
[2017-08-09 15:54:22] Recargando archivo de configuración alias.conf
[2017-08-09 15:54:22] Recargando archivo de configuración buflist.conf
[2017-08-09 15:54:22] Recargando archivo de configuración fifo.conf
[2017-08-09 15:54:22] Recargando archivo de configuración xfer.conf
[2017-08-09 15:54:22] Recargando archivo de configuración irc.conf
[2017-08-09 15:54:22] Recargando archivo de configuración relay.conf
[2017-08-09 15:54:22] Recargando archivo de configuración buffers.conf
[2017-08-09 15:54:22] Recargando archivo de configuración iset.conf
[2017-08-09 15:54:22] Recargando archivo de configuración script.conf
[2017-08-09 15:54:43] Recargando archivo de configuración sec.conf
[2017-08-09 15:54:43] Recargando archivo de configuración weechat.conf
[2017-08-09 15:54:43] Recargando archivo de configuración plugins.conf
[2017-08-09 15:54:43] Recargando archivo de configuración charset.conf
[2017-08-09 15:54:43] Recargando archivo de configuración logger.conf
[2017-08-09 15:54:43] Recargando archivo de configuración exec.conf
[2017-08-09 15:54:43] Recargando archivo de configuración trigger.conf
[2017-08-09 15:54:43] Recargando archivo de configuración aspell.conf
[2017-08-09 15:54:43] Recargando archivo de configuración alias.conf
[2017-08-09 15:54:43] Recargando archivo de configuración buflist.conf
[2017-08-09 15:54:43] Recargando archivo de configuración fifo.conf
[2017-08-09 15:54:43] Recargando archivo de configuración xfer.conf
[2017-08-09 15:54:43] Recargando archivo de configuración irc.conf
[2017-08-09 15:54:43] Recargando archivo de configuración relay.conf
[2017-08-09 15:54:43] Recargando archivo de configuración buffers.conf
[2017-08-09 15:54:43] Recargando archivo de configuración iset.conf
[2017-08-09 15:54:43] Recargando archivo de configuración script.conf
[2017-08-09 15:56:05] Recargando archivo de configuración sec.conf
[2017-08-09 15:56:05] Recargando archivo de configuración weechat.conf
[2017-08-09 15:56:05] Recargando archivo de configuración plugins.conf
[2017-08-09 15:56:05] Recargando archivo de configuración charset.conf
[2017-08-09 15:56:05] Recargando archivo de configuración logger.conf
[2017-08-09 15:56:05] Recargando archivo de configuración exec.conf
[2017-08-09 15:56:05] Recargando archivo de configuración trigger.conf
[2017-08-09 15:56:05] Recargando archivo de configuración aspell.conf
[2017-08-09 15:56:05] Recargando archivo de configuración alias.conf
[2017-08-09 15:56:05] Recargando archivo de configuración buflist.conf
[2017-08-09 15:56:05] Recargando archivo de configuración fifo.conf
[2017-08-09 15:56:05] Recargando archivo de configuración xfer.conf
[2017-08-09 15:56:05] Recargando archivo de configuración irc.conf
[2017-08-09 15:56:05] Recargando archivo de configuración relay.conf
[2017-08-09 15:56:05] Recargando archivo de configuración buffers.conf
[2017-08-09 15:56:05] Recargando archivo de configuración iset.conf
[2017-08-09 15:56:05] Recargando archivo de configuración script.conf
[2017-08-09 15:56:45] Recargando archivo de configuración sec.conf
[2017-08-09 15:56:45] Recargando archivo de configuración weechat.conf
[2017-08-09 15:56:45] Recargando archivo de configuración plugins.conf
[2017-08-09 15:56:45] Recargando archivo de configuración charset.conf
[2017-08-09 15:56:45] Recargando archivo de configuración logger.conf
[2017-08-09 15:56:45] Recargando archivo de configuración exec.conf
[2017-08-09 15:56:45] Recargando archivo de configuración trigger.conf
[2017-08-09 15:56:45] Recargando archivo de configuración aspell.conf
[2017-08-09 15:56:45] Recargando archivo de configuración alias.conf
[2017-08-09 15:56:45] Recargando archivo de configuración buflist.conf
[2017-08-09 15:56:45] Recargando archivo de configuración fifo.conf
[2017-08-09 15:56:45] Recargando archivo de configuración xfer.conf
[2017-08-09 15:56:45] Recargando archivo de configuración irc.conf
[2017-08-09 15:56:45] Recargando archivo de configuración relay.conf
[2017-08-09 15:56:45] Recargando archivo de configuración buffers.conf
[2017-08-09 15:56:45] Recargando archivo de configuración iset.conf
[2017-08-09 15:56:45] Recargando archivo de configuración script.conf
[2017-08-09 15:57:00] Recargando archivo de configuración sec.conf
[2017-08-09 15:57:00] Recargando archivo de configuración weechat.conf
[2017-08-09 15:57:00] Recargando archivo de configuración plugins.conf
[2017-08-09 15:57:00] Recargando archivo de configuración charset.conf
[2017-08-09 15:57:00] Recargando archivo de configuración logger.conf
[2017-08-09 15:57:00] Recargando archivo de configuración exec.conf
[2017-08-09 15:57:00] Recargando archivo de configuración trigger.conf
[2017-08-09 15:57:00] Recargando archivo de configuración aspell.conf
[2017-08-09 15:57:00] Recargando archivo de configuración alias.conf
[2017-08-09 15:57:00] Recargando archivo de configuración buflist.conf
[2017-08-09 15:57:00] Recargando archivo de configuración fifo.conf
[2017-08-09 15:57:00] Recargando archivo de configuración xfer.conf
[2017-08-09 15:57:00] Recargando archivo de configuración irc.conf
[2017-08-09 15:57:00] Recargando archivo de configuración relay.conf
[2017-08-09 15:57:00] Recargando archivo de configuración buffers.conf
[2017-08-09 15:57:00] Recargando archivo de configuración iset.conf
[2017-08-09 15:57:00] Recargando archivo de configuración script.conf
[2017-08-09 15:57:04] Recargando archivo de configuración sec.conf
[2017-08-09 15:57:04] Recargando archivo de configuración weechat.conf
[2017-08-09 15:57:04] Recargando archivo de configuración plugins.conf
[2017-08-09 15:57:04] Recargando archivo de configuración charset.conf
[2017-08-09 15:57:04] Recargando archivo de configuración logger.conf
[2017-08-09 15:57:04] Recargando archivo de configuración exec.conf
[2017-08-09 15:57:04] Recargando archivo de configuración trigger.conf
[2017-08-09 15:57:04] Recargando archivo de configuración aspell.conf
[2017-08-09 15:57:04] Recargando archivo de configuración alias.conf
[2017-08-09 15:57:04] Recargando archivo de configuración buflist.conf
[2017-08-09 15:57:04] Recargando archivo de configuración fifo.conf
[2017-08-09 15:57:04] Recargando archivo de configuración xfer.conf
[2017-08-09 15:57:04] Recargando archivo de configuración irc.conf
[2017-08-09 15:57:04] Recargando archivo de configuración relay.conf
[2017-08-09 15:57:04] Recargando archivo de configuración buffers.conf
[2017-08-09 15:57:04] Recargando archivo de configuración iset.conf
[2017-08-09 15:57:04] Recargando archivo de configuración script.conf
[2017-08-09 15:57:10] Recargando archivo de configuración sec.conf
[2017-08-09 15:57:10] Recargando archivo de configuración weechat.conf
[2017-08-09 15:57:10] Recargando archivo de configuración plugins.conf
[2017-08-09 15:57:10] Recargando archivo de configuración charset.conf
[2017-08-09 15:57:10] Recargando archivo de configuración logger.conf
[2017-08-09 15:57:10] Recargando archivo de configuración exec.conf
[2017-08-09 15:57:10] Recargando archivo de configuración trigger.conf
[2017-08-09 15:57:10] Recargando archivo de configuración aspell.conf
[2017-08-09 15:57:10] Recargando archivo de configuración alias.conf
[2017-08-09 15:57:10] Recargando archivo de configuración buflist.conf
[2017-08-09 15:57:10] Recargando archivo de configuración fifo.conf
[2017-08-09 15:57:10] Recargando archivo de configuración xfer.conf
[2017-08-09 15:57:10] Recargando archivo de configuración irc.conf
[2017-08-09 15:57:10] Recargando archivo de configuración relay.conf
[2017-08-09 15:57:10] Recargando archivo de configuración buffers.conf
[2017-08-09 15:57:10] Recargando archivo de configuración iset.conf
[2017-08-09 15:57:10] Recargando archivo de configuración script.conf
[2017-08-09 15:57:14] Recargando archivo de configuración sec.conf
[2017-08-09 15:57:14] Recargando archivo de configuración weechat.conf
[2017-08-09 15:57:14] Recargando archivo de configuración plugins.conf
[2017-08-09 15:57:14] Recargando archivo de configuración charset.conf
[2017-08-09 15:57:14] Recargando archivo de configuración logger.conf
[2017-08-09 15:57:14] Recargando archivo de configuración exec.conf
[2017-08-09 15:57:14] Recargando archivo de configuración trigger.conf
[2017-08-09 15:57:14] Recargando archivo de configuración aspell.conf
[2017-08-09 15:57:14] Recargando archivo de configuración alias.conf
[2017-08-09 15:57:14] Recargando archivo de configuración buflist.conf
[2017-08-09 15:57:14] Recargando archivo de configuración fifo.conf
[2017-08-09 15:57:14] Recargando archivo de configuración xfer.conf
[2017-08-09 15:57:14] Recargando archivo de configuración irc.conf
[2017-08-09 15:57:14] Recargando archivo de configuración relay.conf
[2017-08-09 15:57:14] Recargando archivo de configuración buffers.conf
[2017-08-09 15:57:14] Recargando archivo de configuración iset.conf
[2017-08-09 15:57:14] Recargando archivo de configuración script.conf
[2017-08-09 15:57:37] Recargando archivo de configuración sec.conf
[2017-08-09 15:57:37] Recargando archivo de configuración weechat.conf
[2017-08-09 15:57:37] Recargando archivo de configuración plugins.conf
[2017-08-09 15:57:37] Recargando archivo de configuración charset.conf
[2017-08-09 15:57:37] Recargando archivo de configuración logger.conf
[2017-08-09 15:57:37] Recargando archivo de configuración exec.conf
[2017-08-09 15:57:37] Recargando archivo de configuración trigger.conf
[2017-08-09 15:57:37] Recargando archivo de configuración aspell.conf
[2017-08-09 15:57:37] Recargando archivo de configuración alias.conf
[2017-08-09 15:57:37] Recargando archivo de configuración buflist.conf
[2017-08-09 15:57:37] Recargando archivo de configuración fifo.conf
[2017-08-09 15:57:37] Recargando archivo de configuración xfer.conf
[2017-08-09 15:57:37] Recargando archivo de configuración irc.conf
[2017-08-09 15:57:37] Recargando archivo de configuración relay.conf
[2017-08-09 15:57:37] Recargando archivo de configuración buffers.conf
[2017-08-09 15:57:37] Recargando archivo de configuración iset.conf
[2017-08-09 15:57:37] Recargando archivo de configuración script.conf
[2017-08-09 15:57:57] Recargando archivo de configuración sec.conf
[2017-08-09 15:57:57] Recargando archivo de configuración weechat.conf
[2017-08-09 15:57:57] Recargando archivo de configuración plugins.conf
[2017-08-09 15:57:57] Recargando archivo de configuración charset.conf
[2017-08-09 15:57:57] Recargando archivo de configuración logger.conf
[2017-08-09 15:57:57] Recargando archivo de configuración exec.conf
[2017-08-09 15:57:57] Recargando archivo de configuración trigger.conf
[2017-08-09 15:57:57] Recargando archivo de configuración aspell.conf
[2017-08-09 15:57:57] Recargando archivo de configuración alias.conf
[2017-08-09 15:57:57] Recargando archivo de configuración buflist.conf
[2017-08-09 15:57:57] Recargando archivo de configuración fifo.conf
[2017-08-09 15:57:57] Recargando archivo de configuración xfer.conf
[2017-08-09 15:57:57] Recargando archivo de configuración irc.conf
[2017-08-09 15:57:57] Recargando archivo de configuración relay.conf
[2017-08-09 15:57:57] Recargando archivo de configuración buffers.conf
[2017-08-09 15:57:57] Recargando archivo de configuración iset.conf
[2017-08-09 15:57:57] Recargando archivo de configuración script.conf
[2017-08-09 15:57:59] Recargando archivo de configuración sec.conf
[2017-08-09 15:57:59] Recargando archivo de configuración weechat.conf
[2017-08-09 15:57:59] Recargando archivo de configuración plugins.conf
[2017-08-09 15:57:59] Recargando archivo de configuración charset.conf
[2017-08-09 15:57:59] Recargando archivo de configuración logger.conf
[2017-08-09 15:57:59] Recargando archivo de configuración exec.conf
[2017-08-09 15:57:59] Recargando archivo de configuración trigger.conf
[2017-08-09 15:57:59] Recargando archivo de configuración aspell.conf
[2017-08-09 15:57:59] Recargando archivo de configuración alias.conf
[2017-08-09 15:57:59] Recargando archivo de configuración buflist.conf
[2017-08-09 15:57:59] Recargando archivo de configuración fifo.conf
[2017-08-09 15:57:59] Recargando archivo de configuración xfer.conf
[2017-08-09 15:57:59] Recargando archivo de configuración irc.conf
[2017-08-09 15:57:59] Recargando archivo de configuración relay.conf
[2017-08-09 15:57:59] Recargando archivo de configuración buffers.conf
[2017-08-09 15:57:59] Recargando archivo de configuración iset.conf
[2017-08-09 15:57:59] Recargando archivo de configuración script.conf
[2017-08-09 16:00:09] Recargando archivo de configuración sec.conf
[2017-08-09 16:00:09] Recargando archivo de configuración weechat.conf
[2017-08-09 16:00:09] Recargando archivo de configuración plugins.conf
[2017-08-09 16:00:09] Recargando archivo de configuración charset.conf
[2017-08-09 16:00:09] Recargando archivo de configuración logger.conf
[2017-08-09 16:00:09] Recargando archivo de configuración exec.conf
[2017-08-09 16:00:09] Recargando archivo de configuración trigger.conf
[2017-08-09 16:00:09] Recargando archivo de configuración aspell.conf
[2017-08-09 16:00:09] Recargando archivo de configuración alias.conf
[2017-08-09 16:00:09] Recargando archivo de configuración buflist.conf
[2017-08-09 16:00:09] Recargando archivo de configuración fifo.conf
[2017-08-09 16:00:09] Recargando archivo de configuración xfer.conf
[2017-08-09 16:00:09] Recargando archivo de configuración irc.conf
[2017-08-09 16:00:09] Recargando archivo de configuración relay.conf
[2017-08-09 16:00:09] Recargando archivo de configuración buffers.conf
[2017-08-09 16:00:09] Recargando archivo de configuración iset.conf
[2017-08-09 16:00:09] Recargando archivo de configuración script.conf
[2017-08-09 16:00:21] Recargando archivo de configuración sec.conf
[2017-08-09 16:00:21] Recargando archivo de configuración weechat.conf
[2017-08-09 16:00:21] Recargando archivo de configuración plugins.conf
[2017-08-09 16:00:21] Recargando archivo de configuración charset.conf
[2017-08-09 16:00:21] Recargando archivo de configuración logger.conf
[2017-08-09 16:00:21] Recargando archivo de configuración exec.conf
[2017-08-09 16:00:21] Recargando archivo de configuración trigger.conf
[2017-08-09 16:00:21] Recargando archivo de configuración aspell.conf
[2017-08-09 16:00:21] Recargando archivo de configuración alias.conf
[2017-08-09 16:00:21] Recargando archivo de configuración buflist.conf
[2017-08-09 16:00:21] Recargando archivo de configuración fifo.conf
[2017-08-09 16:00:21] Recargando archivo de configuración xfer.conf
[2017-08-09 16:00:21] Recargando archivo de configuración irc.conf
[2017-08-09 16:00:21] Recargando archivo de configuración relay.conf
[2017-08-09 16:00:21] Recargando archivo de configuración buffers.conf
[2017-08-09 16:00:21] Recargando archivo de configuración iset.conf
[2017-08-09 16:00:21] Recargando archivo de configuración script.conf
[2017-08-09 16:00:59] Recargando archivo de configuración sec.conf
[2017-08-09 16:00:59] Recargando archivo de configuración weechat.conf
[2017-08-09 16:00:59] Recargando archivo de configuración plugins.conf
[2017-08-09 16:00:59] Recargando archivo de configuración charset.conf
[2017-08-09 16:00:59] Recargando archivo de configuración logger.conf
[2017-08-09 16:00:59] Recargando archivo de configuración exec.conf
[2017-08-09 16:00:59] Recargando archivo de configuración trigger.conf
[2017-08-09 16:00:59] Recargando archivo de configuración aspell.conf
[2017-08-09 16:00:59] Recargando archivo de configuración alias.conf
[2017-08-09 16:00:59] Recargando archivo de configuración buflist.conf
[2017-08-09 16:00:59] Recargando archivo de configuración fifo.conf
[2017-08-09 16:00:59] Recargando archivo de configuración xfer.conf
[2017-08-09 16:00:59] Recargando archivo de configuración irc.conf
[2017-08-09 16:00:59] Recargando archivo de configuración relay.conf
[2017-08-09 16:00:59] Recargando archivo de configuración buffers.conf
[2017-08-09 16:00:59] Recargando archivo de configuración iset.conf
[2017-08-09 16:00:59] Recargando archivo de configuración script.conf
[2017-08-09 16:01:09] Recargando archivo de configuración sec.conf
[2017-08-09 16:01:09] Recargando archivo de configuración weechat.conf
[2017-08-09 16:01:09] Recargando archivo de configuración plugins.conf
[2017-08-09 16:01:09] Recargando archivo de configuración charset.conf
[2017-08-09 16:01:09] Recargando archivo de configuración logger.conf
[2017-08-09 16:01:09] Recargando archivo de configuración exec.conf
[2017-08-09 16:01:09] Recargando archivo de configuración trigger.conf
[2017-08-09 16:01:09] Recargando archivo de configuración aspell.conf
[2017-08-09 16:01:09] Recargando archivo de configuración alias.conf
[2017-08-09 16:01:09] Recargando archivo de configuración buflist.conf
[2017-08-09 16:01:09] Recargando archivo de configuración fifo.conf
[2017-08-09 16:01:09] Recargando archivo de configuración xfer.conf
[2017-08-09 16:01:09] Recargando archivo de configuración irc.conf
[2017-08-09 16:01:09] Recargando archivo de configuración relay.conf
[2017-08-09 16:01:09] Recargando archivo de configuración buffers.conf
[2017-08-09 16:01:09] Recargando archivo de configuración iset.conf
[2017-08-09 16:01:09] Recargando archivo de configuración script.conf
[2017-08-09 16:01:20] Recargando archivo de configuración sec.conf
[2017-08-09 16:01:20] Recargando archivo de configuración weechat.conf
[2017-08-09 16:01:20] Recargando archivo de configuración plugins.conf
[2017-08-09 16:01:20] Recargando archivo de configuración charset.conf
[2017-08-09 16:01:20] Recargando archivo de configuración logger.conf
[2017-08-09 16:01:20] Recargando archivo de configuración exec.conf
[2017-08-09 16:01:20] Recargando archivo de configuración trigger.conf
[2017-08-09 16:01:20] Recargando archivo de configuración aspell.conf
[2017-08-09 16:01:20] Recargando archivo de configuración alias.conf
[2017-08-09 16:01:20] Recargando archivo de configuración buflist.conf
[2017-08-09 16:01:20] Recargando archivo de configuración fifo.conf
[2017-08-09 16:01:20] Recargando archivo de configuración xfer.conf
[2017-08-09 16:01:20] Recargando archivo de configuración irc.conf
[2017-08-09 16:01:20] Recargando archivo de configuración relay.conf
[2017-08-09 16:01:20] Recargando archivo de configuración buffers.conf
[2017-08-09 16:01:20] Recargando archivo de configuración iset.conf
[2017-08-09 16:01:20] Recargando archivo de configuración script.conf
[2017-08-09 16:01:26] Recargando archivo de configuración sec.conf
[2017-08-09 16:01:26] Recargando archivo de configuración weechat.conf
[2017-08-09 16:01:26] Recargando archivo de configuración plugins.conf
[2017-08-09 16:01:26] Recargando archivo de configuración charset.conf
[2017-08-09 16:01:26] Recargando archivo de configuración logger.conf
[2017-08-09 16:01:26] Recargando archivo de configuración exec.conf
[2017-08-09 16:01:26] Recargando archivo de configuración trigger.conf
[2017-08-09 16:01:26] Recargando archivo de configuración aspell.conf
[2017-08-09 16:01:26] Recargando archivo de configuración alias.conf
[2017-08-09 16:01:26] Recargando archivo de configuración buflist.conf
[2017-08-09 16:01:26] Recargando archivo de configuración fifo.conf
[2017-08-09 16:01:26] Recargando archivo de configuración xfer.conf
[2017-08-09 16:01:26] Recargando archivo de configuración irc.conf
[2017-08-09 16:01:26] Recargando archivo de configuración relay.conf
[2017-08-09 16:01:26] Recargando archivo de configuración buffers.conf
[2017-08-09 16:01:26] Recargando archivo de configuración iset.conf
[2017-08-09 16:01:26] Recargando archivo de configuración script.conf
[2017-08-09 16:04:52] Guardando archivo de configuración sec.conf
[2017-08-09 16:04:52] Guardando archivo de configuración weechat.conf
[2017-08-09 16:04:52] Guardando archivo de configuración plugins.conf
[2017-08-09 16:04:52] Guardando archivo de configuración charset.conf
[2017-08-09 16:04:52] Guardando archivo de configuración logger.conf
[2017-08-09 16:04:52] Guardando archivo de configuración exec.conf
[2017-08-09 16:04:52] Guardando archivo de configuración trigger.conf
[2017-08-09 16:04:52] Guardando archivo de configuración aspell.conf
[2017-08-09 16:04:52] Guardando archivo de configuración alias.conf
[2017-08-09 16:04:52] Guardando archivo de configuración buflist.conf
[2017-08-09 16:04:52] Guardando archivo de configuración fifo.conf
[2017-08-09 16:04:52] Guardando archivo de configuración xfer.conf
[2017-08-09 16:04:52] Guardando archivo de configuración irc.conf
[2017-08-09 16:04:52] Guardando archivo de configuración relay.conf
[2017-08-09 16:04:52] Guardando archivo de configuración buffers.conf
[2017-08-09 16:04:52] Guardando archivo de configuración iset.conf
[2017-08-09 16:04:52] Guardando archivo de configuración script.conf
[2017-08-09 16:04:57] Recargando archivo de configuración sec.conf
[2017-08-09 16:04:57] Recargando archivo de configuración weechat.conf
[2017-08-09 16:04:57] Recargando archivo de configuración plugins.conf
[2017-08-09 16:04:57] Recargando archivo de configuración charset.conf
[2017-08-09 16:04:57] Recargando archivo de configuración logger.conf
[2017-08-09 16:04:57] Recargando archivo de configuración exec.conf
[2017-08-09 16:04:57] Recargando archivo de configuración trigger.conf
[2017-08-09 16:04:57] Recargando archivo de configuración aspell.conf
[2017-08-09 16:04:57] Recargando archivo de configuración alias.conf
[2017-08-09 16:04:57] Recargando archivo de configuración buflist.conf
[2017-08-09 16:04:57] Recargando archivo de configuración fifo.conf
[2017-08-09 16:04:57] Recargando archivo de configuración xfer.conf
[2017-08-09 16:04:57] Recargando archivo de configuración irc.conf
[2017-08-09 16:04:57] Recargando archivo de configuración relay.conf
[2017-08-09 16:04:57] Recargando archivo de configuración buffers.conf
[2017-08-09 16:04:57] Recargando archivo de configuración iset.conf
[2017-08-09 16:04:57] Recargando archivo de configuración script.conf
[2017-08-09 16:05:04] Recargando archivo de configuración sec.conf
[2017-08-09 16:05:04] Recargando archivo de configuración weechat.conf
[2017-08-09 16:05:04] Recargando archivo de configuración plugins.conf
[2017-08-09 16:05:04] Recargando archivo de configuración charset.conf
[2017-08-09 16:05:04] Recargando archivo de configuración logger.conf
[2017-08-09 16:05:04] Recargando archivo de configuración exec.conf
[2017-08-09 16:05:04] Recargando archivo de configuración trigger.conf
[2017-08-09 16:05:04] Recargando archivo de configuración aspell.conf
[2017-08-09 16:05:04] Recargando archivo de configuración alias.conf
[2017-08-09 16:05:04] Recargando archivo de configuración buflist.conf
[2017-08-09 16:05:04] Recargando archivo de configuración fifo.conf
[2017-08-09 16:05:04] Recargando archivo de configuración xfer.conf
[2017-08-09 16:05:04] Recargando archivo de configuración irc.conf
[2017-08-09 16:05:04] Recargando archivo de configuración relay.conf
[2017-08-09 16:05:04] Recargando archivo de configuración buffers.conf
[2017-08-09 16:05:04] Recargando archivo de configuración iset.conf
[2017-08-09 16:05:04] Recargando archivo de configuración script.conf
[2017-08-09 16:05:12] Recargando archivo de configuración sec.conf
[2017-08-09 16:05:12] Recargando archivo de configuración weechat.conf
[2017-08-09 16:05:12] Recargando archivo de configuración plugins.conf
[2017-08-09 16:05:12] Recargando archivo de configuración charset.conf
[2017-08-09 16:05:12] Recargando archivo de configuración logger.conf
[2017-08-09 16:05:12] Recargando archivo de configuración exec.conf
[2017-08-09 16:05:12] Recargando archivo de configuración trigger.conf
[2017-08-09 16:05:12] Recargando archivo de configuración aspell.conf
[2017-08-09 16:05:12] Recargando archivo de configuración alias.conf
[2017-08-09 16:05:12] Recargando archivo de configuración buflist.conf
[2017-08-09 16:05:12] Recargando archivo de configuración fifo.conf
[2017-08-09 16:05:12] Recargando archivo de configuración xfer.conf
[2017-08-09 16:05:12] Recargando archivo de configuración irc.conf
[2017-08-09 16:05:12] Recargando archivo de configuración relay.conf
[2017-08-09 16:05:12] Recargando archivo de configuración buffers.conf
[2017-08-09 16:05:12] Recargando archivo de configuración iset.conf
[2017-08-09 16:05:12] Recargando archivo de configuración script.conf
[2017-08-09 16:05:44] Recargando archivo de configuración sec.conf
[2017-08-09 16:05:44] Recargando archivo de configuración weechat.conf
[2017-08-09 16:05:44] Recargando archivo de configuración plugins.conf
[2017-08-09 16:05:44] Recargando archivo de configuración charset.conf
[2017-08-09 16:05:44] Recargando archivo de configuración logger.conf
[2017-08-09 16:05:44] Recargando archivo de configuración exec.conf
[2017-08-09 16:05:44] Recargando archivo de configuración trigger.conf
[2017-08-09 16:05:44] Recargando archivo de configuración aspell.conf
[2017-08-09 16:05:44] Recargando archivo de configuración alias.conf
[2017-08-09 16:05:44] Recargando archivo de configuración buflist.conf
[2017-08-09 16:05:44] Recargando archivo de configuración fifo.conf
[2017-08-09 16:05:44] Recargando archivo de configuración xfer.conf
[2017-08-09 16:05:44] Recargando archivo de configuración irc.conf
[2017-08-09 16:05:44] Recargando archivo de configuración relay.conf
[2017-08-09 16:05:44] Recargando archivo de configuración buffers.conf
[2017-08-09 16:05:44] Recargando archivo de configuración iset.conf
[2017-08-09 16:05:44] Recargando archivo de configuración script.conf
[2017-08-09 16:07:37] Guardando archivo de configuración sec.conf
[2017-08-09 16:07:37] Guardando archivo de configuración weechat.conf
[2017-08-09 16:07:37] Guardando archivo de configuración plugins.conf
[2017-08-09 16:07:37] Guardando archivo de configuración charset.conf
[2017-08-09 16:07:37] Guardando archivo de configuración logger.conf
[2017-08-09 16:07:37] Guardando archivo de configuración exec.conf
[2017-08-09 16:07:37] Guardando archivo de configuración trigger.conf
[2017-08-09 16:07:37] Guardando archivo de configuración aspell.conf
[2017-08-09 16:07:37] Guardando archivo de configuración alias.conf
[2017-08-09 16:07:37] Guardando archivo de configuración buflist.conf
[2017-08-09 16:07:37] Guardando archivo de configuración fifo.conf
[2017-08-09 16:07:37] Guardando archivo de configuración xfer.conf
[2017-08-09 16:07:37] Guardando archivo de configuración irc.conf
[2017-08-09 16:07:37] Guardando archivo de configuración relay.conf
[2017-08-09 16:07:37] Guardando archivo de configuración buffers.conf
[2017-08-09 16:07:37] Guardando archivo de configuración iset.conf
[2017-08-09 16:07:37] Guardando archivo de configuración script.conf
[2017-08-09 16:08:42] Recargando archivo de configuración sec.conf
[2017-08-09 16:08:42] Recargando archivo de configuración weechat.conf
[2017-08-09 16:08:42] Recargando archivo de configuración plugins.conf
[2017-08-09 16:08:42] Recargando archivo de configuración charset.conf
[2017-08-09 16:08:42] Recargando archivo de configuración logger.conf
[2017-08-09 16:08:42] Recargando archivo de configuración exec.conf
[2017-08-09 16:08:42] Recargando archivo de configuración trigger.conf
[2017-08-09 16:08:42] Recargando archivo de configuración aspell.conf
[2017-08-09 16:08:42] Recargando archivo de configuración alias.conf
[2017-08-09 16:08:42] Recargando archivo de configuración buflist.conf
[2017-08-09 16:08:42] Recargando archivo de configuración fifo.conf
[2017-08-09 16:08:42] Recargando archivo de configuración xfer.conf
[2017-08-09 16:08:42] Recargando archivo de configuración irc.conf
[2017-08-09 16:08:42] Recargando archivo de configuración relay.conf
[2017-08-09 16:08:42] Recargando archivo de configuración buffers.conf
[2017-08-09 16:08:42] Recargando archivo de configuración iset.conf
[2017-08-09 16:08:42] Recargando archivo de configuración script.conf
[2017-08-09 16:10:18] Guardando archivo de configuración sec.conf
[2017-08-09 16:10:18] Guardando archivo de configuración weechat.conf
[2017-08-09 16:10:18] Guardando archivo de configuración plugins.conf
[2017-08-09 16:10:18] Guardando archivo de configuración charset.conf
